id,bid,正文,头条文章url,原始图片url,视频url,Live Photo视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否编辑过,编辑次数,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博Live Photo视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期,源微博是否编辑过,源微博编辑次数
2083344202122039388,2083344202122039388,"RT @clarejtbirch: Alex is good to work with, can kick a ball and captain a football team pretty bloody well, and has often-good thoughts on…",,,,,,2026-08-01T00:08:59,,0,0,4,,clarejtbirch,2026-08-01 00:08:59,False,0,True,,,,,,,,,,,,,,,,,,,,
2083339072987431011,2083339072987431011,"We share our approach to open-weights releases, how we assessed Inkling, why safety depends on both the model and the ecosystem it enters, and how testing, staged access, and stronger defenses can create a path toward greater openness.",,,,,,2026-07-31T23:48:36,,1570,52,115,,,2026-07-31 23:48:36,False,0,True,,,,,,,,,,,,,,,,,,,,
2082900345035120719,2082900345035120719,"RT @cHHillee: Whereas I felt like it took a village to release inkling, inkling-small felt much more routine 😆 We just took the pipeline us…",,,,,,2026-07-30T18:45:15,,0,0,18,,cHHillee,2026-07-30 18:45:15,False,0,True,,,,,,,,,,,,,,,,,,,,
2082898364899950970,2082898364899950970,RT @ziqiao_ma: Thanks @ArtificialAnlys for working together on evaluations! Excited to see Inkling-small on the pareto line🫡 https://t.co/B…,,,,,,2026-07-30T18:37:23,,0,0,9,,ziqiao_ma ArtificialAnlys,2026-07-30 18:37:23,False,0,True,,,,,,,,,,,,,,,,,,,,
2082886925988598138,2082886925988598138,"Inkling-Small is comparable to Inkling at a quarter the size. Weights are open, fine-tunable on Tinker today. Look forward to seeing what people make with it.",,,,,,2026-07-30T17:51:55,,3701,142,281,,,2026-07-30 17:51:55,False,0,True,,,,,,,,,,,,,,,,,,,,
2080715390179766646,2080715390179766646,"The knowledge that makes AI useful is diffused. It lives with scientists, engineers, clinicians, firms. For AI to benefit from distributed knowledge, it must itself be distributed. Agree with Jensen that this is a future worth building.",,,,,,2026-07-24T18:03:01,,8947,328,1077,,,2026-07-24 18:03:01,False,0,True,,,,,,,,,,,,,,,,,,,,
2077491640437252330,2077491640437252330,RT @brhydon: yap at it,,,,,,2026-07-15T20:32:59,,0,0,30,,brhydon,2026-07-15 20:32:59,False,0,True,,,,,,,,,,,,,,,,,,,,
2077459930588848192,2077459930588848192,"RT @cHHillee: It truly takes a village to release a model, perhaps especially an open weights model. Actually doing the entire process from…",,,,,,2026-07-15T18:26:59,,0,0,45,,cHHillee,2026-07-15 18:26:59,False,0,True,,,,,,,,,,,,,,,,,,,,
2077455974743593100,2077455974743593100,"Our first model, Inkling. Trained from scratch, weights are open, fine-tunable on Tinker today.",,,,,,2026-07-15T18:11:16,,13668,403,1107,,,2026-07-15 18:11:16,False,0,True,,,,,,,,,,,,,,,,,,,,
2075621073308311701,2075621073308311701,"Today we share the worldview behind our mission. Human values don't average out. Local knowledge can't be centralized. The good future has many AIs, raised in different places, shaped by the people they serve, disagreeing with each other the way we do. https://t.co/A14SurOM2K",,,,,,2026-07-10T16:40:01,,4478,150,526,,,2026-07-10 16:40:01,False,0,True,,,,,,,,,,,,,,,,,,,,
2075621070133223455,2075621070133223455,"A year ago we set out to empower humanity with a focus on multimodal AI, custom models, and open science. We previewed interaction models that collaborate the way people do. Tinker lets anyone train their own open weights models. We published our research on Connectionism.",,,,,,2026-07-10T16:40:00,,1799,59,110,,,2026-07-10 16:40:00,False,0,True,,,,,,,,,,,,,,,,,,,,
2073254732748247501,2073254732748247501,"RT @VictoriaLinML: The video of my Stanford CS25 guest lecture, From Language Models to Native Multimodal Intelligence, is now online. I d…",,,,,,2026-07-04T03:57:02,,0,0,198,,VictoriaLinML,2026-07-04 03:57:02,False,0,True,,,,,,,,,,,,,,,,,,,,
