id,bid,正文,头条文章url,原始图片url,视频url,Live Photo视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否编辑过,编辑次数,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博Live Photo视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期,源微博是否编辑过,源微博编辑次数
1509562447580987395,1509562447580987395,"RT @Oaktree: Listen to @HowardMarksBook discuss his recent memo “The Pendulum in International Affairs” in this ep. of “Behind the Memo,” e…",,,,,,2022-03-31T16:05:08,,0,0,11,,Oaktree HowardMarksBook,2022-03-31 16:05:08,False,0,True,,,,,,,,,,,,,,,,,,,,
1507479026465599492,1507479026465599492,"RT @TonyTassell: A big theme emerging: The Ukraine war is spurring the retreat of globalisation - here is an FT column by @HowardMarksBook,…",,,,,,2022-03-25T22:06:22,,0,0,14,,TonyTassell HowardMarksBook,2022-03-25 22:06:22,False,0,True,,,,,,,,,,,,,,,,,,,,
1506709700628279300,1506709700628279300,"RT @Oaktree: New podcast of @HowardMarksBook's latest memo ""The Pendulum of International Affairs"" is now available. Click here to listen a…",,,,,,2022-03-23T19:09:20,,0,0,19,,Oaktree HowardMarksBook,2022-03-23 19:09:20,False,0,True,,,,,,,,,,,,,,,,,,,,
1506709667799465988,1506709667799465988,RT @Oaktree: Read the latest memo from @HowardMarksBook. He explains why the pendulum may be swinging away from globalization and toward on…,,,,,,2022-03-23T19:09:12,,0,0,17,,Oaktree HowardMarksBook,2022-03-23 19:09:12,False,0,True,,,,,,,,,,,,,,,,,,,,
1504149145245798400,1504149145245798400,"RT @williamgreen72: Howard Marks: ""It’s not what you buy, it’s what you pay. Good investing comes from buying things well, not from buying…",,,,,,2022-03-16T17:34:36,,0,0,117,,williamgreen72,2022-03-16 17:34:36,False,0,True,,,,,,,,,,,,,,,,,,,,
1497337607667142657,1497337607667142657,This professorship will support today’s students in exploring the intersection of behavior and business in the global marketplace. #Education,,,,,,2022-02-25T22:27:59,,48,3,4,Education,,2022-02-25 22:27:59,False,0,True,,,,,,,,,,,,,,,,,,,,
1496881610108534784,1496881610108534784,"RT @Oaktree: .@HowardMarksBook reflects on his memo “It’s All a Big Mistake” (June 20, 2012). He discusses why understanding mistakes – bot…",,,,,,2022-02-24T16:16:01,,0,0,16,,Oaktree HowardMarksBook,2022-02-24 16:16:01,False,0,True,,,,,,,,,,,,,,,,,,,,
1485720263207522304,1485720263207522304,"RT @TonyTassell: FT column here by @HowardMarksBook, the co-founder and chairman of @Oaktree on why investors sell out too early in markets…",,,,,,2022-01-24T21:04:48,,0,0,17,,TonyTassell HowardMarksBook Oaktree,2022-01-24 21:04:48,False,0,True,,,,,,,,,,,,,,,,,,,,
1484594108731572225,1484594108731572225,RT @Oaktree: Listen to @HowardMarksBook discuss his latest memo “Selling Out” in the first episode of our new podcast series “Behind the Me…,,,,,,2022-01-21T18:29:52,,0,0,15,,Oaktree HowardMarksBook,2022-01-21 18:29:52,False,0,True,,,,,,,,,,,,,,,,,,,,
1483886257017032704,1483886257017032704,"RT @business: “I am worried about inflation. Inflation is excessive,” Howard Marks, co-founder of Oaktree Capital Management, tells Bloombe…",,,,,,2022-01-19T19:37:07,,0,0,15,,business,2022-01-19 19:37:07,False,0,True,,,,,,,,,,,,,,,,,,,,
1481809223705006080,1481809223705006080,"RT @Oaktree: New podcast of @HowardMarksBook's latest memo ""Selling Out"" is now available. Click here to listen and subscribe to podcasts f…",,,,,,2022-01-14T02:03:44,,0,0,24,,Oaktree HowardMarksBook,2022-01-14 02:03:44,False,0,True,,,,,,,,,,,,,,,,,,,,
1481801606345596934,1481801606345596934,"RT @Oaktree: Read the latest memo from @HowardMarksBook. He explains why “Buy Low, Sell High” isn’t always good advice. Read/subscribe: htt…",,,,,,2022-01-14T01:33:28,,0,0,43,,Oaktree HowardMarksBook,2022-01-14 01:33:28,False,0,True,,,,,,,,,,,,,,,,,,,,
1473022232968400896,1473022232968400896,"RT @Oaktree: .@HowardMarksBook reflects on his memo “Uncertainty” (May 11, 2020). Writing near the beginning of the Covid-19 crisis, he exp…",,,,,,2021-12-20T20:07:22,,0,0,19,,Oaktree HowardMarksBook,2021-12-20 20:07:22,False,0,True,,,,,,,,,,,,,,,,,,,,
1466526247274487811,1466526247274487811,"RT @jchatterleyCNN: ""Not only should we not use the word lightly, but we should not spend these amounts lightly.” @HowardMarksBook discuss…",,,,,,2021-12-02T21:54:38,,0,0,14,,jchatterleyCNN HowardMarksBook,2021-12-02 21:54:38,False,0,True,,,,,,,,,,,,,,,,,,,,
1465758178113572868,1465758178113572868,"RT @Oaktree: New podcast of @HowardMarksBook's latest memo ""Winds of Change"" is now available. Click here to listen and subscribe to podcas…",,,,,,2021-11-30T19:02:36,,0,0,14,,Oaktree HowardMarksBook,2021-11-30 19:02:36,False,0,True,,,,,,,,,,,,,,,,,,,,
1463246887998291968,1463246887998291968,RT @Oaktree: Read the latest memo from @HowardMarksBook. He examines the paradigm shifts that could reshape the world for many years to com…,,,,,,2021-11-23T20:43:38,,0,0,36,,Oaktree HowardMarksBook,2021-11-23 20:43:38,False,0,True,,,,,,,,,,,,,,,,,,,,
1451336162547695618,1451336162547695618,"RT @FIASI_NY: 📈 11/17/21 @ 12 Noon EST | Conversation with Howard Marks, Co-Chairman of Oaktree -- https://t.co/hLeMyIIQp4 https://t.co/MXi…",,,,,,2021-10-21T23:54:40,,0,0,4,,FIASI_NY,2021-10-21 23:54:40,False,0,True,,,,,,,,,,,,,,,,,,,,
1450631029316747266,1450631029316747266,"RT @Oaktree: .@HowardMarksBook discussed his investment philosophy, current market insights and @AltFinanceEdu with @BloombergTV's @Romaine…",,,,,,2021-10-20T01:12:43,,0,0,12,,Oaktree HowardMarksBook AltFinanceEdu BloombergTV Romaine,2021-10-20 01:12:43,False,0,True,,,,,,,,,,,,,,,,,,,,
1450149252936581122,1450149252936581122,RT @Oaktree: .@HowardMarksBook will share his latest market perspectives and investment philosophy tomorrow on stage with @BloombergTV's @R…,,,,,,2021-10-18T17:18:19,,0,0,7,,Oaktree HowardMarksBook BloombergTV R,2021-10-18 17:18:19,False,0,True,,,,,,,,,,,,,,,,,,,,
1446113132900806673,1446113132900806673,"RT @Oaktree: .@HowardMarksBook reflects on his memo “What Does the Market Know?” (January 19, 2016). He discusses the problems with taking…",,,,,,2021-10-07T14:00:13,,0,0,11,,Oaktree HowardMarksBook,2021-10-07 14:00:13,False,0,True,,,,,,,,,,,,,,,,,,,,
1443588760365535239,1443588760365535239,"RT @Oaktree: .@HowardMarksBook reflects on his memo “On the Couch” (January 14, 2016). In the first episode of a two-part series, he analyz…",,,,,,2021-09-30T14:49:15,,0,0,10,,Oaktree HowardMarksBook,2021-09-30 14:49:15,False,0,True,,,,,,,,,,,,,,,,,,,,
1441158410381103105,1441158410381103105,RT @ALFIfunds: We have the pleasure to listen to @HowardMarksBook from @Oaktree sharing his experience in #investmentmanagement with our au…,,,,,,2021-09-23T21:51:55,,0,0,3,investmentmanagement,ALFIfunds HowardMarksBook Oaktree,2021-09-23 21:51:55,False,0,True,,,,,,,,,,,,,,,,,,,,
1441158160425779213,1441158160425779213,RT @TIP_Network: Tune in to #WeStudyBillionaires as @TreyLockerbie chats with investing legend @HowardMarksBook where they discussed in-de…,,,,,,2021-09-23T21:50:55,,0,0,11,WeStudyBillionaires,TIP_Network TreyLockerbie HowardMarksBook,2021-09-23 21:50:55,False,0,True,,,,,,,,,,,,,,,,,,,,
1430914294833565704,1430914294833565704,"RT @Oaktree: .@HowardMarksBook reflects on his memo “Us and Them” (May 7, 2004). In a discussion that namechecks psychologist Amos Tversky…",,,,,,2021-08-26T15:25:27,,0,0,15,,Oaktree HowardMarksBook,2021-08-26 15:25:27,False,0,True,,,,,,,,,,,,,,,,,,,,
